...1,Year,Comodity,Units,Value
"Stormont, Dundas and Glengarry",2023E,Canola,Acres harvested,63.836157489039856
"Stormont, Dundas and Glengarry",2023E,Canola,Yield (bushels/acre),46.791731977100966
"Stormont, Dundas and Glengarry",2023E,Canola,Production ('000 bushels),2.9870043716751598
"Stormont, Dundas and Glengarry",2023E,Canola,Production ('000 tonnes),0.06774481474360791
Eastern Ontario,2023E,Canola,Acres seeded,2096.6589885578637
Eastern Ontario,2023E,Canola,Acres harvested,2059.4676982951964
Eastern Ontario,2023E,Canola,Yield (bushels/acre),41.94467429074195
Eastern Ontario,2023E,Canola,Production ('000 bushels),86.38370181729603
Eastern Ontario,2023E,Canola,Production ('000 tonnes),1.9591695050643207
Algoma,2023E,Canola,Acres seeded,436.47420688395573
Algoma,2023E,Canola,Acres harvested,428.7318706199386
Algoma,2023E,Canola,Yield (bushels/acre),36.69549746156381
Algoma,2023E,Canola,Production ('000 bushels),15.732529270025461
Algoma,2023E,Canola,Production ('000 tonnes),0.35681142316124154
Cochrane,2023E,Canola,Acres seeded,1846.5772972073025
Cochrane,2023E,Canola,Acres harvested,1813.822045815598
Cochrane,2023E,Canola,Yield (bushels/acre),52.07905380503281
Cochrane,2023E,Canola,Production ('000 bushels),94.4621359167852
Cochrane,2023E,Canola,Production ('000 tonnes),2.1423871885327315
Greater Sudbury,2023E,Canola,Acres seeded,0
Greater Sudbury,2023E,Canola,Acres harvested,0
Greater Sudbury,2023E,Canola,Yield (bushels/acre),0
Greater Sudbury,2023E,Canola,Production ('000 bushels),0
Greater Sudbury,2023E,Canola,Production ('000 tonnes),0
Kenora,2023E,Canola,Acres seeded,0
Kenora,2023E,Canola,Acres harvested,0
Kenora,2023E,Canola,Yield (bushels/acre),0
Kenora,2023E,Canola,Production ('000 bushels),0
Kenora,2023E,Canola,Production ('000 tonnes),0
Manitoulin,2023E,Canola,Acres seeded,339.61969988088765
Manitoulin,2023E,Canola,Acres harvested,333.59540365240173
Manitoulin,2023E,Canola,Yield (bushels/acre),50.160785571563366
Manitoulin,2023E,Canola,Production ('000 bushels),16.733407510267252
Manitoulin,2023E,Canola,Production ('000 tonnes),0.3795111927394369
Nipissing,2023E,Canola,Acres seeded,2043.4833485116992
Nipissing,2023E,Canola,Acres harvested,2007.2353068529544
Nipissing,2023E,Canola,Yield (bushels/acre),52.11048334425348
Nipissing,2023E,Canola,Production ('000 bushels),104.5980020257584
Nipissing,2023E,Canola,Production ('000 tonnes),2.3722671238718682
Rainy River,2023E,Canola,Acres seeded,2887.815657937795
Rainy River,2023E,Canola,Acres harvested,2836.5905464887865
Rainy River,2023E,Canola,Yield (bushels/acre),53.63459270888605
Rainy River,2023E,Canola,Production ('000 bushels),152.13937864280257
Rainy River,2023E,Canola,Production ('000 tonnes),3.4504984723487837
Sudbury,2023E,Canola,Acres seeded,459.1155202093482
Sudbury,2023E,Canola,Acres harvested,450.9715641967653
Sudbury,2023E,Canola,Yield (bushels/acre),50.682273549538245
Sudbury,2023E,Canola,Production ('000 bushels),22.856264179683606
Sudbury,2023E,Canola,Production ('000 tonnes),0.5183766710442621
Thunder Bay,2023E,Canola,Acres seeded,754.7104441797504
Thunder Bay,2023E,Canola,Acres harvested,741.3231192275595
Thunder Bay,2023E,Canola,Yield (bushels/acre),62.996119975146144
Thunder Bay,2023E,Canola,Production ('000 bushels),46.70048015920891
Thunder Bay,2023E,Canola,Production ('000 tonnes),1.059159941921639
Timiskaming,2023E,Canola,Acres seeded,15964.431954092275
Timiskaming,2023E,Canola,Acres harvested,15681.249125638304
Timiskaming,2023E,Canola,Yield (bushels/acre),53.67415820600192
Timiskaming,2023E,Canola,Production ('000 bushels),841.6778464372395
Timiskaming,2023E,Canola,Production ('000 tonnes),19.089128332514733
Northern Ontario,2023E,Canola,Acres seeded,24732.228128903014
Northern Ontario,2023E,Canola,Acres harvested,24293.518982492307
Northern Ontario,2023E,Canola,Yield (bushels/acre),53.30228383442394
Northern Ontario,2023E,Canola,Production ('000 bushels),1294.9000441417709
Northern Ontario,2023E,Canola,Production ('000 tonnes),29.368140346134695
Ontario,2023E,Canola,Acres seeded,45100.000000000015
Ontario,2023E,Canola,Acres harvested,44300
Ontario,2023E,Canola,Yield (bushels/acre),53.4
Ontario,2023E,Canola,Production ('000 bushels),2365.62
Ontario,2023E,Canola,Production ('000 tonnes),53.651909643472735
Brant,2022E,Canola,Acres seeded,0
Brant,2022E,Canola,Acres harvested,0
Brant,2022E,Canola,Yield (bushels/acre),NA
Brant,2022E,Canola,Production ('000 bushels),0
Brant,2022E,Canola,Production ('000 tonnes),0
Chatham-Kent,2022E,Canola,Acres seeded,837.873321963639
Chatham-Kent,2022E,Canola,Acres harvested,606.1886798693646
Chatham-Kent,2022E,Canola,Yield (bushels/acre),66.59513648277508
Chatham-Kent,2022E,Canola,Production ('000 bushels),40.36921787021359
Chatham-Kent,2022E,Canola,Production ('000 tonnes),0.9163812456538485
Elgin,2022E,Canola,Acres seeded,0
Elgin,2022E,Canola,Acres harvested,0
Elgin,2022E,Canola,Yield (bushels/acre),NA
Elgin,2022E,Canola,Production ('000 bushels),0
Elgin,2022E,Canola,Production ('000 tonnes),0
Essex,2022E,Canola,Acres seeded,1114.1612990986023
Essex,2022E,Canola,Acres harvested,806.0788538764668
Essex,2022E,Canola,Yield (bushels/acre),55.34622129739579
Essex,2022E,Canola,Production ('000 bushels),44.6134186297981
Essex,2022E,Canola,Production ('000 tonnes),1.012724602896417
Haldimand-Norfolk,2022E,Canola,Acres seeded,1072.117476491108
Haldimand-Norfolk,2022E,Canola,Acres harvested,775.6607839188644
Haldimand-Norfolk,2022E,Canola,Yield (bushels/acre),60.03171299842698
Haldimand-Norfolk,2022E,Canola,Production ('000 bushels),46.564245564352156
Haldimand-Norfolk,2022E,Canola,Production ('000 tonnes),1.0570083743107939
Hamilton,2022E,Canola,Acres seeded,0
Hamilton,2022E,Canola,Acres harvested,0
Hamilton,2022E,Canola,Yield (bushels/acre),NA
Hamilton,2022E,Canola,Production ('000 bushels),0
Hamilton,2022E,Canola,Production ('000 tonnes),0
Lambton,2022E,Canola,Acres seeded,331.84588558058107
Lambton,2022E,Canola,Acres harvested,240.08548073679137
Lambton,2022E,Canola,Yield (bushels/acre),77.63790558970872
Lambton,2022E,Canola,Production ('000 bushels),18.63973388690284
Lambton,2022E,Canola,Production ('000 tonnes),0.42312195923269447
Middlesex,2022E,Canola,Acres seeded,166.67372533685293
Middlesex,2022E,Canola,Acres harvested,120.58592018906715
Middlesex,2022E,Canola,Yield (bushels/acre),85.83662370072871
Middlesex,2022E,Canola,Production ('000 bushels),10.350688254875061
Middlesex,2022E,Canola,Production ('000 tonnes),0.23496062338566392
Niagara,2022E,Canola,Acres seeded,175.68311589560176
Niagara,2022E,Canola,Acres harvested,127.10407803712485
Niagara,2022E,Canola,Yield (bushels/acre),32.987981871454274
Niagara,2022E,Canola,Production ('000 bushels),4.192907022076583
Niagara,2022E,Canola,Production ('000 tonnes),0.09517898940113845
Oxford,2022E,Canola,Acres seeded,0
Oxford,2022E,Canola,Acres harvested,0
Oxford,2022E,Canola,Yield (bushels/acre),NA
Oxford,2022E,Canola,Production ('000 bushels),0
Oxford,2022E,Canola,Production ('000 tonnes),0
Southern Ontario,2022E,Canola,Acres seeded,3698.3548243663854
Southern Ontario,2022E,Canola,Acres harvested,2675.7037966276794
Southern Ontario,2022E,Canola,Yield (bushels/acre),61.56518947868441
Southern Ontario,2022E,Canola,Production ('000 bushels),164.73021122821834
Southern Ontario,2022E,Canola,Production ('000 tonnes),3.7393757948805564
Bruce,2022E,Canola,Acres seeded,543.6514954794725
Bruce,2022E,Canola,Acres harvested,517.3027340146847
Bruce,2022E,Canola,Yield (bushels/acre),52.265348801125334
Bruce,2022E,Canola,Production ('000 bushels),27.03700782905326
Bruce,2022E,Canola,Production ('000 tonnes),0.613740077719509
Dufferin,2022E,Canola,Acres seeded,2362.4855428556484
Dufferin,2022E,Canola,Acres harvested,2247.9846750196957
Dufferin,2022E,Canola,Yield (bushels/acre),54.84556370198681
Dufferin,2022E,Canola,Production ('000 bushels),123.29198669488284
Dufferin,2022E,Canola,Production ('000 tonnes),2.7987280979738407
Grey,2022E,Canola,Acres seeded,4912.850646649056
Grey,2022E,Canola,Acres harvested,4674.743089000349
Grey,2022E,Canola,Yield (bushels/acre),53.22981145088461
Grey,2022E,Canola,Production ('000 bushels),248.8356932088145
Grey,2022E,Canola,Production ('000 tonnes),5.648570235840089
Halton,2022E,Canola,Acres seeded,0
Halton,2022E,Canola,Acres harvested,0
Halton,2022E,Canola,Yield (bushels/acre),NA
Halton,2022E,Canola,Production ('000 bushels),0
Halton,2022E,Canola,Production ('000 tonnes),0
Huron,2022E,Canola,Acres seeded,371.7616844087569
Huron,2022E,Canola,Acres harvested,353.743781348277
Huron,2022E,Canola,Yield (bushels/acre),50.28240472615883
Huron,2022E,Canola,Production ('000 bushels),17.7870879831159
Huron,2022E,Canola,Production ('000 tonnes),0.403766897216731
Peel,2022E,Canola,Acres seeded,0
Peel,2022E,Canola,Acres harvested,0
Peel,2022E,Canola,Yield (bushels/acre),NA
Peel,2022E,Canola,Production ('000 bushels),0
Peel,2022E,Canola,Production ('000 tonnes),0
Perth,2022E,Canola,Acres seeded,1958.7443587128053
Perth,2022E,Canola,Acres harvested,1863.8113210823199
Perth,2022E,Canola,Yield (bushels/acre),55.092349512649726
Perth,2022E,Canola,Production ('000 bushels),102.68174472670059
Perth,2022E,Canola,Production ('000 tonnes),2.3308756052961033
Simcoe,2022E,Canola,Acres seeded,3589.6988451512225
Simcoe,2022E,Canola,Acres harvested,3415.719523126374
Simcoe,2022E,Canola,Yield (bushels/acre),49.11673935136831
Simcoe,2022E,Canola,Production ('000 bushels),167.76900551477817
Simcoe,2022E,Canola,Production ('000 tonnes),3.8083564251854645
Waterloo,2022E,Canola,Acres seeded,0
Waterloo,2022E,Canola,Acres harvested,0
Waterloo,2022E,Canola,Yield (bushels/acre),NA
Waterloo,2022E,Canola,Production ('000 bushels),0
Waterloo,2022E,Canola,Production ('000 tonnes),0
Wellington,2022E,Canola,Acres seeded,6647.738507223255
Wellington,2022E,Canola,Acres harvested,6325.547401958975
Wellington,2022E,Canola,Yield (bushels/acre),59.75655630081179
Wellington,2022E,Canola,Production ('000 bushels),377.9929294586152
Wellington,2022E,Canola,Production ('000 tonnes),8.580439498710566
Western Ontario,2022E,Canola,Acres seeded,20386.931080480215
Western Ontario,2022E,Canola,Acres harvested,19398.852525550676
Western Ontario,2022E,Canola,Yield (bushels/acre),54.920539965583195
Western Ontario,2022E,Canola,Production ('000 bushels),1065.3954554159604
Western Ontario,2022E,Canola,Production ('000 tonnes),24.184476837942302
Durham,2022E,Canola,Acres seeded,346.8606279407763
Durham,2022E,Canola,Acres harvested,346.9765146888514
Durham,2022E,Canola,Yield (bushels/acre),77.0847125339377
Durham,2022E,Canola,Production ('000 bushels),26.746584890817726
Durham,2022E,Canola,Production ('000 tonnes),0.6071474770215624
Haliburton,2022E,Canola,Acres seeded,0
Haliburton,2022E,Canola,Acres harvested,0
Haliburton,2022E,Canola,Yield (bushels/acre),NA
Haliburton,2022E,Canola,Production ('000 bushels),0
Haliburton,2022E,Canola,Production ('000 tonnes),0
Hastings,2022E,Canola,Acres seeded,0
Hastings,2022E,Canola,Acres harvested,0
Hastings,2022E,Canola,Yield (bushels/acre),NA
Hastings,2022E,Canola,Production ('000 bushels),0
Hastings,2022E,Canola,Production ('000 tonnes),0
Kawartha Lakes,2022E,Canola,Acres seeded,680.4372318327569
Kawartha Lakes,2022E,Canola,Acres harvested,680.6645671130234
Kawartha Lakes,2022E,Canola,Yield (bushels/acre),68.9203530009382
Kawartha Lakes,2022E,Canola,Production ('000 bushels),46.91164224066037
Kawartha Lakes,2022E,Canola,Production ('000 tonnes),1.0648942788629905
Muskoka,2022E,Canola,Acres seeded,0
Muskoka,2022E,Canola,Acres harvested,0
Muskoka,2022E,Canola,Yield (bushels/acre),NA
Muskoka,2022E,Canola,Production ('000 bushels),0
Muskoka,2022E,Canola,Production ('000 tonnes),0
Northumberland,2022E,Canola,Acres seeded,309.9605611385661
Northumberland,2022E,Canola,Acres harvested,310.0641195091864
Northumberland,2022E,Canola,Yield (bushels/acre),47.2817857517502
Northumberland,2022E,Canola,Production ('000 bushels),14.660385267938421
Northumberland,2022E,Canola,Production ('000 tonnes),0.3327907455822022
Parry Sound,2022E,Canola,Acres seeded,0
Parry Sound,2022E,Canola,Acres harvested,0
Parry Sound,2022E,Canola,Yield (bushels/acre),NA
Parry Sound,2022E,Canola,Production ('000 bushels),0
Parry Sound,2022E,Canola,Production ('000 tonnes),0
Peterborough,2022E,Canola,Acres seeded,0
Peterborough,2022E,Canola,Acres harvested,0
Peterborough,2022E,Canola,Yield (bushels/acre),NA
Peterborough,2022E,Canola,Production ('000 bushels),0
Peterborough,2022E,Canola,Production ('000 tonnes),0
Prince Edward,2022E,Canola,Acres seeded,909.9556473425047
Prince Edward,2022E,Canola,Acres harvested,910.25966513054
Prince Edward,2022E,Canola,Yield (bushels/acre),45.3716257929982
Prince Edward,2022E,Canola,Production ('000 bushels),41.29996090076271
Prince Edward,2022E,Canola,Production ('000 tonnes),0.9375091124473137
York,2022E,Canola,Acres seeded,76.75213894859732
York,2022E,Canola,Acres harvested,76.7777819737033
York,2022E,Canola,Yield (bushels/acre),86.41106471060752
York,2022E,Canola,Production ('000 bushels),6.634449886466591
York,2022E,Canola,Production ('000 tonnes),0.15060201242279164
Central Ontario,2022E,Canola,Acres seeded,2323.9662072032015
Central Ontario,2022E,Canola,Acres harvested,2324.7426484153048
Central Ontario,2022E,Canola,Yield (bushels/acre),58.60993829984782
Central Ontario,2022E,Canola,Production ('000 bushels),136.25302318664583
Central Ontario,2022E,Canola,Production ('000 tonnes),3.09294362633686
Frontenac,2022E,Canola,Acres seeded,172.16500983852777
Frontenac,2022E,Canola,Acres harvested,172.22253047222134
Frontenac,2022E,Canola,Yield (bushels/acre),65.0333349857456
Frontenac,2022E,Canola,Production ('000 bushels),11.200205516292748
Frontenac,2022E,Canola,Production ('000 tonnes),0.2542446652198454
Lanark,2022E,Canola,Acres seeded,0
Lanark,2022E,Canola,Acres harvested,0
Lanark,2022E,Canola,Yield (bushels/acre),NA
Lanark,2022E,Canola,Production ('000 bushels),0
Lanark,2022E,Canola,Production ('000 tonnes),0
Leeds and Grenville,2022E,Canola,Acres seeded,98.21493849848899
Leeds and Grenville,2022E,Canola,Acres harvested,98.24775228281084
Leeds and Grenville,2022E,Canola,Yield (bushels/acre),32.795358498197004
Leeds and Grenville,2022E,Canola,Production ('000 bushels),3.2220702577568345
Leeds and Grenville,2022E,Canola,Production ('000 tonnes),0.07314099485108015
Lennox and Addington,2022E,Canola,Acres seeded,190.65252767353743
Lennox and Addington,2022E,Canola,Acres harvested,190.71622501957395
Lennox and Addington,2022E,Canola,Yield (bushels/acre),39.90196287530532
Lennox and Addington,2022E,Canola,Production ('000 bushels),7.609951730449415
Lennox and Addington,2022E,Canola,Production ('000 tonnes),0.17274590428120173
Ottawa,2022E,Canola,Acres seeded,72.79460147535067
Ottawa,2022E,Canola,Acres harvested,72.81892228020098
Ottawa,2022E,Canola,Yield (bushels/acre),40.775529744480345
Ottawa,2022E,Canola,Production ('000 bushels),2.9692301313973375
Ottawa,2022E,Canola,Production ('000 tonnes),0.06740152398271956
Prescott and Russell,2022E,Canola,Acres seeded,0
Prescott and Russell,2022E,Canola,Acres harvested,0
Prescott and Russell,2022E,Canola,Yield (bushels/acre),NA
Prescott and Russell,2022E,Canola,Production ('000 bushels),0
Prescott and Russell,2022E,Canola,Production ('000 tonnes),0
Renfrew,2022E,Canola,Acres seeded,2044.0261906332591
Renfrew,2022E,Canola,Acres harvested,2044.709103391675
Renfrew,2022E,Canola,Yield (bushels/acre),51.631764080787036
Renfrew,2022E,Canola,Production ('000 bushels),105.57193804015654
Renfrew,2022E,Canola,Production ('000 tonnes),2.3964829935115537
"Stormont, Dundas and Glengarry",2022E,Canola,Acres seeded,0
"Stormont, Dundas and Glengarry",2022E,Canola,Acres harvested,0
"Stormont, Dundas and Glengarry",2022E,Canola,Yield (bushels/acre),NA
"Stormont, Dundas and Glengarry",2022E,Canola,Production ('000 bushels),0
"Stormont, Dundas and Glengarry",2022E,Canola,Production ('000 tonnes),0
Eastern Ontario,2022E,Canola,Acres seeded,2577.853268119164
Eastern Ontario,2022E,Canola,Acres harvested,2578.714533446482
Eastern Ontario,2022E,Canola,Yield (bushels/acre),50.635071847809385
Eastern Ontario,2022E,Canola,Production ('000 bushels),130.57339567605288
Eastern Ontario,2022E,Canola,Production ('000 tonnes),2.9640160818464008
Algoma,2022E,Canola,Acres seeded,339.85249319956654
Algoma,2022E,Canola,Acres harvested,339.96603851745385
Algoma,2022E,Canola,Yield (bushels/acre),34.15853409988117
Algoma,2022E,Canola,Production ('000 bushels),11.612741519499963
Algoma,2022E,Canola,Production ('000 tonnes),0.2636092324926492
Cochrane,2022E,Canola,Acres seeded,3320.9115598462836
Cochrane,2022E,Canola,Acres harvested,3322.021082260518
Cochrane,2022E,Canola,Yield (bushels/acre),44.582989243291976
Cochrane,2022E,Canola,Production ('000 bushels),148.10563017640985
Cochrane,2022E,Canola,Production ('000 tonnes),3.3619978050045036
Greater Sudbury,2022E,Canola,Acres seeded,0
Greater Sudbury,2022E,Canola,Acres harvested,0
Greater Sudbury,2022E,Canola,Yield (bushels/acre),NA
Greater Sudbury,2022E,Canola,Production ('000 bushels),0
Greater Sudbury,2022E,Canola,Production ('000 tonnes),0
Kenora,2022E,Canola,Acres seeded,0
Kenora,2022E,Canola,Acres harvested,0
Kenora,2022E,Canola,Yield (bushels/acre),NA
Kenora,2022E,Canola,Production ('000 bushels),0
Kenora,2022E,Canola,Production ('000 tonnes),0
Manitoulin,2022E,Canola,Acres seeded,364.54765706527894
Manitoulin,2022E,Canola,Acres harvested,364.6694530810058
Manitoulin,2022E,Canola,Yield (bushels/acre),45.618707987737054
Manitoulin,2022E,Canola,Production ('000 bushels),16.635749292150184
Manitoulin,2022E,Canola,Production ('000 tonnes),0.3776315089318092
Nipissing,2022E,Canola,Acres seeded,2739.98722891
Nipissing,2022E,Canola,Acres harvested,2740.9026634798183
Nipissing,2022E,Canola,Yield (bushels/acre),49.0066842683339
Nipissing,2022E,Canola,Production ('000 bushels),134.3225514393909
Nipissing,2022E,Canola,Production ('000 tonnes),3.0491219176741735
Rainy River,2022E,Canola,Acres seeded,3365.5980468413823
Rainy River,2022E,Canola,Acres harvested,3366.7224990898026
Rainy River,2022E,Canola,Yield (bushels/acre),47.581942348281125
Rainy River,2022E,Canola,Production ('000 bushels),160.19519585435194
Rainy River,2022E,Canola,Production ('000 tonnes),3.6364309458937893
Sudbury,2022E,Canola,Acres seeded,511.5426800754721
